Country,Data_year,SLAVERY,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Work_rightCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,KOF_Globalis,Trade_open,FDI,VDEM_Libdem,GDPpc,Pol_terror,Armedcon
Bhutan,2016,0.64,0.1,4.20579958,33.6,4.6,5.9,60,148,18.1,4.738999844,288.0,32.4,90,83.19441043,98.36153,12.23491,23.79182156,50.0,89.6969697,31.10000038,1.06,70.90000153,93.80000305,2.135802469,100.0,68.33842,-2.03087097,1.487679508,2.9,2.4,4.3,41.8,68.4,38.15999985,84.5218107,10.0,0.1,6.915146351,90.1,70.51,83.33333333,76,17.82,36.36363636,0.701751527,0.918291959,67,3.925032421,6.1,130,4.9,63.0,99.9,0,0,0.053966503,0,0.21,0.0,1,4,4,0,1,1,0.776300153,0,1,-1.920851545,1,4000,0.5,62.3,0.7,100,1900.0,6,2,1,1,9,2,2,2,0,1,2,1,1,2,2,4,4,2,16,4,3,19.31388997,314543,483222,42.5,85.41,1.81946728,0.469,2930.562988,1.0,0
Bhutan,2018,1.13,0.1,3.153300047,33.6,2.5,5.9,59,148,18.1,4.874000072,369.0,32.4,87,81.13085969,91.54676,14.59402,9.185202259,50.0,98.02890929,26.70000076,0.0564,60.59999847,91.59999847,1.378323108,100.0,61.41861,-0.512605336,40.84317632,2.9,2.4,4.3,41.8,68.4,37.56999969,77.1184695,15.535,0.1,6.915146351,86.86,64.43,50.0,60,17.82,36.36363636,0.701751527,0.916591604,67,3.748201607,1.1,240,4.9,63.0,99.9,0,0,0.002671404,0,0.26,0.0,1,4,4,0,1,1,0.667074269,0,1,-2.111124274,1,2200,17.0,90.8,9.1,1300,52000.0,7,2,2,1,9,2,2,2,0,1,0,1,1,2,2,0,1,0,9,3,1,19.77752777,324393,483217,42.4,86.71,1.129593814,0.497,3243.231125,1.0,0
Bolivia,2018,0.21,4.7,1.937999964,27.2,20.2,1.4,59,206,19.0,5.889999866,120.0,36.9,94,98.99588481,81.60256,13.15285,49.60835509,86.4,75.54479743,53.09999847,0.3638,50.29999924,90.0,2.135802469,90.0,70.97138,-1.097021609,34.711929,26.4,3.1,3.0,39.7,56.6,56.29000092,96.1371649,11.29666667,0.1,1.599498987,72.78,57.02,13.33333333,73,57.96,26.78571429,5.260436717,0.868153632,33,3.185075937,12.1,140,2.9,44.0,75.8,0,0,0.027533603,0,0.74,0.0,1,4,4,0,1,1,0.786002046,0,1,-2.344236351,1,13500,4.3,88.9,4.8,1000,19000.0,5,1,1,1,11,1,2,2,1,2,2,1,1,3,0,0,3,2,10,4,2,10.48014585,7634445,3417155,59.16,57.11,2.653726261,0.341,3548.59014,1.5,0
Bosnia and Herzegovina,2016,0.47,0.059999999,3.977399826,8.9,2.5,2.3,68,11,4.0,4.948999882,42.0,5.400000095,86,99.68309,98.4,13.6,74.28571429,76.16834182,58.77034439,21.39999962,0.8773,94.80000305,99.90000153,1.228571429,100.0,54.73459,-2.369598542,43.97342106,5.300000191,30.25665474,3.059406042,60.8,40.5,36.20999908,93.1229102,3.179546173,0.04,6.196651936,74.77,63.43,0.0,64,22.00295678,12.0,0.807273482,0.903267325,38,2.53633299,1.3,78,3.135922432,72.35394306,99.5,0,1,0.01822497,0,0.63,0.0,1,4,4,0,1,1,0.807341866,0,1,-1.886336693,0,4000,0.0,80.4,0.7,100,6800.0,6,2,2,0,6,1,0,2,1,1,1,0,1,2,1,0,2,0,7,4,0,66.13802734,1671121,1845695,68.24,87.95,3.686959963,0.378,4994.68314,2.0,0
Bosnia and Herzegovina,2018,0.34,0.1,3.977399826,8.9,2.5,2.3,68,11,4.7,4.948999882,42.0,6.0,86,99.68309,98.4,13.6,74.28571429,73.6,58.77034439,21.39999962,0.8773,94.80000305,99.90000153,1.228571429,100.0,54.73459,-2.369598542,43.97342106,5.3,25.6,3.4,54.7,40.5,36.20999908,93.1229102,3.179546173,0.0,6.196651936,74.77,63.43,0.0,64,22.15,12.0,0.807273482,0.903267325,38,2.53633299,1.3,78,3.1,68.0,99.5,0,1,0.01822497,0,0.63,0.0,1,4,4,0,1,1,0.807341866,0,1,-1.886336693,0,4000,0.0,80.4,0.5,100,2300.0,6,2,2,0,6,1,0,2,1,1,1,0,1,2,1,0,2,0,8,3,0,64.92048828,1679019,1827998,69.27,96.37,2.481723882,0.338,6065.672708,1.5,0
Brazil,2018,0.18,2.9,4.640500069,7.1,2.5,1.6,65,44,7.8,6.982999802,44.0,15.1,93,98.61661576,87.21,15.19340264,13.19181198,108.0,73.926385,9.899999619,0.8648,82.80000305,98.09999847,0.793266702,99.7,94.44256,-3.010705188,129.2533223,6.6,12.9,3.1,60.9,88.5,54.68999863,97.6826912,10.86877778,0.1,2.191393614,87.04,60.11,36.84210526,64,17.86980371,23.86831276,7.383987156,0.898994426,37,2.496853694,25.2,274,4.3,31.0,96.4,0,0,0.001785934,0,0.54,0.0,1,4,4,0,1,1,0.873850601,0,0,-3.260456056,1,1401600,5.3,90.09,8.4,15000,290000.0,2,0,1,0,12,2,2,2,1,2,2,1,1,2,1,2,3,1,11,3,3,25.06171624,180634620,28653658,60.6,29.4,3.464227989,0.577,9001.234249,4.0,0
Belize,2016,0.62,10.7,1.345800042,19.3,6.2,3.3,65,28,10.3,5.709000111,44.0,14.9,93,98.46024575,96.47341,11.86843,41.36690647,101.0,68.55670275,18.29999924,1.585,93.30000305,93.80000305,2.103448276,92.5,66.33673,-5.556373631,94.55598808,3.2,7.6,3.5,44.6,13.4,47.68000031,84.5218107,0.62,0.1,4.562048435,90.1,70.01,100.0,5,2.22,56.0,12.58582158,0.918291959,31,3.202003665,21.5,260,3.6,50.0,95.7,0,0,0.02154994,0,0.79,0.0,1,4,4,0,1,1,0.684341717,0,1,-1.867682537,1,3000,7.7,79.2,6.4,9300,75000.0,4,1,0,1,11,1,2,2,0,2,2,1,2,3,0,3,4,1,11,3,4,16.15081105,166946,200008,59.9,114.21,7.840649778,0.244,4818.404394,2.0,0
Belize,2018,0.34,10.7,1.205900073,19.3,6.2,3.3,65,28,10.3,4.349999905,68.0,14.9,92,93.50229982,91.21143,14.38712,40.81364829,101.0,76.78571316,9.399999619,18.43,91.59999847,92.90000153,2.421052632,92.5,88.05668,-5.556373631,90.7152512,3.2,7.6,3.5,44.6,13.4,32.11999893,84.5218107,10.0,0.1,2.354017496,67.3,68.11,0.0,72,22.00295678,5.0,4.389160928,0.831816927,43,3.401135002,33.8,413,3.6,50.0,95.7,0,0,0.030640414,0,0.55,0.0,1,4,3,0,1,1,0.909114607,0,0,-1.609184953,1,6900,0.0,79.2,3.1,9900,38000.0,4,1,0,1,9,1,2,1,0,1,1,1,1,2,0,1,3,0,8,4,0,16.79399386,170858,203823,59.15,115.71,6.746847262,0.367,4884.742421,2.0,0
Solomon Islands,2016,0.4,23.9,2.325399876,32.8,13.9,4.3,65,114,10.4,4.642000198,189.0,25.8,99,98.46024575,87.67561,13.4652,24.46856626,54.8,65.84022072,13.89999962,1.583,88.59999847,83.59999847,1.875,35.1,42.02726,1.377538688,24.65135291,47.8,2.0,2.667029557,11.0,12.9,42.65999985,90.3442343,5.904227642,0.1,0.268091798,72.78,56.09,0.0,30,13.57,14.28571429,9.679900813,0.854951347,39,3.602270628,6.4,118,2.876021471,46.0,88.0,0,1,0.023658324,0,0.67,0.0,1,4,4,0,1,1,0.963364733,0,0,-2.192473833,0,300,1.5,70.0,0.1,14000,560000.0,4,1,2,1,9,1,2,1,1,1,2,0,2,2,0,1,4,1,13,3,3,22.1306538,136805,462614,44.97,98.39,8.970309615,0.455,1986.416229,1.0,0
Solomon Islands,2018,1.0,23.9,0.398299992,32.8,13.9,4.3,66,114,10.4,5.828000069,94.0,25.8,92,98.87237876,92.09732056,8.627,24.46856626,78.3,80.95237519,21.79999924,1.585,95.09999847,75.69999695,6.111111111,35.1,22.91059,-3.003932567,24.65135291,47.8,2.0,2.5,11.0,12.9,29.62000084,32.2204698,0.3,0.42,0.308073163,86.86,57.71,6.060606061,76,5.9,0.0,9.076539684,0.854951347,39,3.567322019,3.2,274,3.6,60.0,88.0,0,0,0.048485421,0,0.32,0.0,0,4,4,0,1,1,0.870234413,0,1,-1.772688571,1,21900,10.3,98.1,7.9,4600,65000.0,7,2,1,1,7,1,2,1,0,0,2,0,1,2,2,1,2,0,9,3,2,23.32468739,142357,468986,45.08,98.39,6.90606935,0.47,2137.690695,1.0,0
British Virgin Islands,2016,0.67,25.14999962,4.320399761,33.6,5.0,5.9,54,315,18.7,7.277999878,165.0,32.4,85,79.93943,86.53122,12.35305,28.98989899,73.4,67.59776893,10.89999962,0.4755,30.29999924,75.59999847,1.310344828,65.0,22.91059,-2.03087097,47.04094827,18.39999962,2.7,4.475762133,23.8,31.0,42.97999954,49.8612386,0.0,0.07,3.649913311,77.12,65.91,0.0,76,11.19,0.0,1.142102622,0.961718769,70,4.298001497,7.3,267,5.3,75.0,99.0,0,0,0.033859402,0,0.51,0.0,1,1,3,0,0,0,0.667074269,0,1,-2.344236351,1,2200,6.1,67.8,0.7,14000,320000.0,6,1,2,1,4,0,2,1,0,1,1,0,1,2,1,0,4,1,10,3,0,195.7,14397,16264,56.95,151.08,8.970309615,0.324,8821.818891,1.0,0
British Virgin Islands,2018,0.29,11.18000031,8.053700447,13.4,7.800000191,3.2,66,15,5.2,4.681000233,42.0,16.6,67,98.99568738,90.81154,13.27974,41.36690647,95.8,86.63967378,16.29999924,28.73,78.0,86.90000153,0.911832947,100.0,81.48745,-3.93589856,93.90762454,0.0,14.81652355,4.475762133,68.57,40.7,44.49000168,75.8920724,3.735277778,0.08,7.880759239,90.14,63.43,58.33333333,46,17.86980371,74.56140351,2.686883141,0.820299838,48,3.216561508,12.4,61,3.931034565,65.23140775,92.8,0,0,0.024372597,0,0.19,0.0,1,4,4,0,1,1,0.816989491,0,0,-2.065684153,1,30000,0.0,79.67,2.7,1200,21000.0,4,1,2,1,11,2,2,2,1,2,2,1,1,3,0,3,2,0,11,3,2,198.68,14767,16429,58.9,150.55,4.482505556,0.602,9628.347487,2.5,0
Brunei Darussalam,2016,1.09,0.0,3.905499935,19.7,2.5,2.9,68,23,4.4,5.833000183,16.0,9.9,97,100.0,95.62497,15.57618,36.52849741,98.9,78.20025294,3.099999905,2.933,99.09999847,97.59999847,1.663380282,100.0,95.0,-2.03087097,51.90798746,0.0,7.1,4.4,90.0,119.5,41.09999847,83.5203292,9.440408163,0.0,14.13581371,92.83,68.02,0.0,62,17.6,1.459854015,6.351098205,0.854345618,62,3.354239642,38.0,162,4.4,55.0,92.8,0,0,0.053966503,0,0.59,0.0,1,1,1,0,0,0,0.759699091,0,1,-1.767362936,0,13500,10.3,76.67,0.1,100,1700.0,8,2,2,2,3,0,2,1,0,0,0,0,2,1,1,1,2,0,9,4,5,79.65844402,325819,97377,63.98,87.32,2.439773557,0.114,27157.82341,1.5,0
Brunei Darussalam,2018,1.09,0.0,3.801399946,19.7,2.5,2.9,68,23,4.4,5.09800005,21.0,9.9,93,99.77241,98.27114,13.63765,32.66932271,98.9,80.95237519,3.099999905,2.674,99.09999847,99.90000153,1.663380282,100.0,61.41861,-2.03087097,51.90798746,0.0,7.1,4.4,90.0,119.5,36.20999908,84.5218107,28.54435925,0.1,37.1400528,92.91,68.02,0.0,95,17.6,0.0,6.351098205,0.887012386,62,3.204617537,31.0,202,4.4,53.0,92.5,0,0,-0.011903636,0,0.66,0.0,1,3,1,0,1,1,0.738819183,0,1,-1.841231012,0,3900,1.5,79.2,3.0,100,2100.0,8,2,2,2,3,0,2,1,0,0,0,0,2,1,1,1,2,0,7,4,5,81.39696395,331434,97263,63.79,93.9,2.872405672,0.114,31628.32879,1.5,0
Bulgaria,2016,0.4,2.029999971,4.86070013,8.8,3.4,3.2,65,11,5.6,4.217999935,27.0,10.39999962,88,97.86505416,95.04703,14.35479,40.81364829,101.0600707,80.86522414,20.39999962,28.73,86.0,99.40000153,0.911832947,100.0,93.0914,-0.50401553,90.7152512,7.0,9.760795593,3.697763476,55.49,58.1,28.19000053,99.1412152,28.86,0.02,6.714382648,92.35,70.96,83.33333333,88,17.86980371,87.17948718,2.076411188,0.940300597,41,2.978547758,1.9,151,3.596488904,53.79373725,100.0,0,1,0.022466133,0,0.4,0.0,1,4,4,0,1,1,0.939314962,0,0,-1.445757494,1,10000,0.3,92.0,7.3,100,3100.0,5,1,1,1,9,1,2,2,1,1,1,1,2,2,0,1,2,0,8,2,2,65.65790346,5298039,1829783,80.44,124.45,9.453809423,0.602,7469.455638,2.0,0
Bulgaria,2018,0.45,1.4,4.86070013,8.8,3.4,3.2,65,11,3.8,4.217999935,27.0,7.6,88,97.86505416,95.04703,14.35479,40.81364829,96.4,80.86522414,20.39999962,28.73,86.0,99.40000153,0.911832947,100.0,93.0914,-0.50401553,90.7152512,7.0,6.3,3.9,59.8,87.4,28.19000053,99.1412152,28.86,0.0,6.714382648,92.35,70.96,83.33333333,88,36.57,87.17948718,2.076411188,0.940300597,43,2.978547758,1.9,151,3.4,59.0,100.0,0,1,0.022466133,0,0.4,0.0,1,4,4,0,1,1,0.939314962,0,0,-1.445757494,1,10000,0.3,92.0,7.3,100,4700.0,5,1,1,1,9,1,2,2,1,1,1,1,2,2,0,1,2,0,8,2,2,64.70353721,5283572,1792419,80.72,131.25,5.002238376,0.526,9271.545633,2.0,0
Burundi,2016,0.64,77.65000153,1.32949996,57.5,14.0,6.1,48,712,28.6,2.904999971,126.0,81.69999695,94,88.88636685,94.77455,10.10505,59.31428571,72.02572347,98.02890929,36.40000153,2.297,48.0,75.90000153,2.103448276,6.5,5.0,-7.276854506,1.398660325,26.29999924,1.518477559,2.750610241,1.38,0.0,33.27000046,49.4926545,0.0,0.23,0.021349926,80.29,62.23,28.57142857,64,9.61,40.0,3.18012535,0.92042405,21,2.891395065,8.0,72,2.760594506,42.67915513,75.2,0,1,-0.001868887,1,0.3,0.0,1,2,4,1,0,0,0.084268388,0,1,-2.768854633,0,51500,21.3,52.5,2.3,2500,87000.0,2,0,0,0,8,1,1,1,1,1,2,1,0,3,0,2,3,2,12,4,1,408.4111371,1303728,9220389,40.72,31.74,0.89944505,0.06,282.1931304,4.0,0
Burundi,2018,4.0,74.3,1.32949996,57.5,23.0,6.1,48,712,24.2,2.904999971,126.0,71.7,94,88.88636685,94.77455,10.10505,59.31428571,72.2,87.71139316,36.40000153,2.297,48.0,75.90000153,2.103448276,7.0,5.0,-7.276854506,1.398660325,26.3,1.6,2.4,5.2,8.8,33.27000046,49.4926545,0.0,0.2,0.021349926,89.74,64.19,10.0,59,9.61,40.0,3.18012535,0.92042405,22,2.891395065,8.0,72,3.1,43.0,75.2,0,1,-0.001868887,1,0.3,0.0,1,2,4,1,0,0,0.084268388,0,1,-2.768854633,0,51500,21.3,52.5,9.8,1900,73000.0,2,0,0,0,8,1,1,1,1,1,2,1,0,3,0,2,3,2,12,4,1,435.178271,1380411,9483834,40.57,39.21,0.899717964,0.055,271.7520444,4.5,0
Belarus,2016,0.47,0.0,3.720499992,4.5,2.5,2.2,62,4,1.9,5.813000202,58.0,4.599999905,97,99.82321348,95.04703,15.66023,28.98989899,98.09353698,80.95237519,27.29999924,2.674,94.30000305,99.69999695,1.847619048,100.0,95.0,-1.831708888,50.98907782,1.399999976,6.097490311,3.52756392,59.02,67.5,26.47999954,97.6425878,86.44569583,0.02,6.682510376,97.47,70.96,0.0,47,19.23256173,0.0,5.19355998,0.967568571,32,2.492664975,5.1,335,3.1,57.91382016,100.0,0,0,0.013350117,0,0.32,0.0,1,4,3,0,1,1,0.731886514,0,0,-1.426074469,0,22000,7.0,85.0,1.8,500,1700.0,4,2,0,0,2,0,1,1,0,0,0,0,1,2,0,1,3,0,9,4,0,46.8083514,7378986,2122548,68.81,125.21,3.115198149,0.109,5022.626643,2.5,0
Belarus,2018,1.09,0.1,3.720499992,4.5,2.5,2.2,62,4,1.5,5.813000202,58.0,3.9,97,99.82321348,97.03364,15.66023,28.98989899,98.3,75.81601976,27.29999924,2.674,94.30000305,99.69999695,1.847619048,100.0,95.0,-1.831708888,50.98907782,1.4,0.5,4.12930648,71.1,67.5,26.47999954,97.6425878,86.44569583,0.0,6.682510376,98.26,72.82,0.0,37,17.82,0.0,5.19355998,0.967568571,44,2.866647266,5.1,335,4.324240645,61.0,100.0,0,0,0.013350117,0,0.32,0.0,1,4,3,0,1,1,0.731886514,0,0,-1.426074469,0,22000,7.0,85.0,1.8,500,2100.0,4,2,0,0,2,0,1,1,0,0,0,0,1,2,0,1,3,0,9,3,0,46.7287999,7428883,2078992,68.62,139.39,3.092512319,0.116,6330.075246,3.0,0
Cameroon,2016,0.63,29.27000046,1.622799993,32.6,9.899999619,5.8,49,596,25.7,4.251999855,220.0,87.90000153,80,80.57444119,94.86986,10.39801,66.29834254,78.89221557,86.63967378,31.10000038,0.3414,45.79999924,75.59999847,0.867647059,53.70000076,24.57469,-3.036843529,3.521575584,47.0,4.576217651,3.075233805,11.0,0.0,38.90999985,27.6968957,0.0,0.06,0.268091798,79.2,62.05,50.0,53,35.3568599,25.0,2.087985426,0.834693637,27,3.447462648,7.6,119,3.930214739,49.83975354,61.4,0,0,0.019390301,0,0.86,4.158883083,0,4,4,0,0,0,0.608581717,0,1,-2.80369012,0,70500,24.3,96.0,8.2,24000,400000.0,3,1,0,0,5,0,0,1,1,1,2,0,0,2,0,1,3,2,13,4,1,50.61568192,12933510,10505679,51.18,43.2,1.658305601,0.141,1363.403851,3.5,1
Canada,2016,0.02,0.0,3.669500113,0.0,1.169999957,0.0,72,7,3.2,7.427000046,5.2,4.900000095,95,99.72362529,99.09672,15.875,12.53302025,100.6384677,87.25212437,26.0,1.337,99.80000305,99.80000305,0.822798404,100.0,95.0,-0.49810787,222.2742686,0.0,6.882852077,5.363631861,87.12,50.0,32.56000137,100.0,80.41994883,0.03,14.13581371,91.49,92.53,3.50877193,60,40.67,2.317880795,7.325779228,0.970609267,83,4.702926362,1.6,118,6.004477708,81.68397781,100.0,0,0,0.018352643,0,0.71,0.0,1,4,4,0,1,1,0.958540681,0,1,-2.213468471,1,20000,0.0,67.8,8.0,100,7600.0,7,2,2,1,12,2,2,2,1,2,2,1,2,2,2,1,2,1,7,2,1,3.970907493,29483123,6781481,84.34,65.42,3.560014351,0.805,42279.90082,1.0,0
Canada,2018,0.05,0.4,3.669500113,2.6,2.5,0.7,72,7,3.2,7.427000046,5.2,4.9,95,99.67277802,99.09672,15.875,12.53302025,103.1,87.25212437,26.0,1.337,99.80000305,99.80000305,0.822798404,100.0,95.0,-0.49810787,222.2742686,0.0,6.882852077,5.2,89.8,68.8,32.56000137,100.0,80.41994883,0.0,14.13581371,91.49,92.53,3.50877193,60,40.67,2.317880795,7.325779228,0.970609267,82,4.702926362,1.6,118,6.0,84.0,100.0,0,0,0.018352643,0,0.71,0.0,1,4,4,0,1,1,0.958540681,0,1,-2.213468471,1,5200,0.0,87.97,8.0,100,1000.0,7,2,2,1,12,2,2,2,1,2,2,1,2,2,2,1,2,1,7,2,1,4.075308214,29862026,6846057,84.74,66.22,2.775799826,0.779,46234.35075,1.0,0
Cabo Verde,2016,0.45,17.56999969,0.035700001,10.0,9.399999619,7.1,64,42,12.2,5.193999767,138.0,24.5,93,98.12896699,98.05541,13.4652,24.14529915,100.8,75.81601976,20.79999924,6.767,72.19999695,91.69999695,4.75,70.56256104,68.33842,-3.988427929,47.71871076,6.400000095,10.76328564,3.606790824,40.26,42.6,50.52000046,62.9403235,19.4,0.1,0.85906142,90.1,70.01,0.0,72,42.85,0.0,1.357202213,0.877190655,55,3.59391778,10.3,267,4.040033991,41.92023265,91.0,0,0,0.012848547,0,0.59,0.0,1,4,4,0,1,1,0.771231463,0,0,-1.227277492,1,1400,7.7,73.8,7.9,100,14000.0,7,2,2,1,13,2,2,2,2,2,2,1,1,2,2,2,2,0,7,3,0,131.7980149,349549,190011,51.46,104.19,8.331382605,0.74,3130.982229,1.0,0
Cabo Verde,2018,0.41,16.3,0.035700001,17.2,13.7,6.7,64,42,10.2,5.285999775,138.0,21.4,93,98.12896699,98.05541,13.4652,24.14529915,100.0,75.81601976,20.79999924,6.767,72.19999695,91.69999695,2.615384615,90.2,68.33842,-3.988427929,47.71871076,6.4,10.3,3.7,50.3,66.5,50.52000046,62.9403235,19.4,0.1,0.85906142,90.1,70.01,0.0,72,42.85,0.0,1.357202213,0.877190655,55,3.59391778,10.3,267,4.1,57.68819255,91.0,0,0,0.011575233,0,0.59,0.0,1,4,4,0,1,1,0.873850601,0,0,-2.001444833,1,1400,7.7,73.8,4.5,100,6600.0,7,2,2,1,13,2,2,2,2,2,2,1,1,2,2,2,2,0,7,2,0,134.9297767,356578,189810,55.16,116.99,7.170886597,0.73,3635.40685,1.0,0
Cayman Islands,2016,0.05,2.319999933,3.765100002,17.5,1.2,5.0,69,90,10.9,6.797999859,49.0,22.0,93,97.75079836,98.05541,11.94018,75.09710833,50.0,79.94011839,39.59999847,2.241,97.0,95.09999847,1.310344828,100.0,95.0,0.132432223,49.62922175,0.0,1.074928999,4.9,76.8,76.8,25.79000092,77.1184695,9.440408163,0.23,11.84075642,93.41,61.81,0.0,72,87.54,0.0,4.430033765,0.834693637,61,3.748201607,53.7,191,4.339111221,60.6659829,93.4,0,0,0.024703439,0,0.63,0.0,1,3,4,0,1,1,0.944574764,0,0,-2.576493919,1,3000,0.0,96.3,0.0,1000,4200.0,7,2,2,2,4,0,1,1,0,0,0,1,1,2,1,2,3,0,7,3,5,260.7041667,60765,0,41.25,376.5,685.4589353,0.567,78296.09993,1.0,0
Cayman Islands,2018,0.21,0.4,1.963400006,7.1,1.2,1.5,69,63,5.4,7.285999775,11.0,15.9,92,99.75185022,90.68056,17.92333,35.7696567,78.3,80.30075417,12.69999981,32.63,99.5,91.40000153,2.209923664,100.0,74.41801,-0.399588851,77.11152043,0.0,0.237040982,5.762809642,76.19,157.3,36.0,84.5218107,49.625,0.2,8.335786819,88.69,69.36,58.2278481,64,42.41223339,62.96296296,0.593045017,0.899205178,76,4.613276837,1.6,162,4.02535853,77.0,99.4,0,0,0.009735802,0,0.37,0.0,1,3,4,0,1,1,0.871682085,0,0,-2.213468471,0,5300,0.5,93.4,6.7,500,3800.0,7,2,2,1,5,0,1,1,1,1,2,1,2,2,1,2,2,0,8,3,0,267.3916667,61559,0,41.42,326.19,639.1554731,0.155,81124.51348,1.5,0
Central African Republic,2016,1.13,66.26999664,1.649199963,40.7,47.70000076,7.4,44,882,42.6,3.677999973,375.0,130.1000061,47,36.35626981,73.07767,7.24332,73.19347319,48.36156218,86.95107366,12.5,0.0514,21.79999924,68.5,0.201342282,10.80000019,5.0,-15.31394579,1.079971532,28.5,7.628675938,2.0,4.03,3.5,56.29999924,3.9562101,0.0,0.34,0.063127816,68.63,61.81,3.529411765,64,5.9,62.5,1.161878989,0.943575812,24,2.648886654,11.8,19,2.624779191,59.59521052,61.0,1,1,0.028371278,0,0.83,0.0,1,4,3,0,0,0,0.575345533,0,1,-2.6090107,1,3900,9.2,76.4,0.9,5500,100000.0,3,0,1,0,4,1,0,1,0,1,0,1,1,2,0,0,2,1,12,4,3,7.283840573,1866243,2728378,35.82,50.53,1.974255584,0.219,401.9182384,4.0,0
Central African Republic,2018,2.23,77.8,1.649199963,40.7,58.6,7.4,44,882,42.3,3.677999973,375.0,123.6,47,36.35626981,76.79877,7.24332,73.19347319,49.1,90.53738479,12.5,0.0514,21.79999924,68.5,0.302325581,12.3,5.0,-15.31394579,1.079971532,28.5,6.0,2.0,4.0,3.5,56.29999924,3.9562101,0.0,0.3,0.063127816,77.07,61.81,3.529411765,64,3.19,62.5,1.161878989,0.943575812,23,3.498987023,11.8,19,2.624779191,52.0,61.0,1,1,0.028371278,0,0.83,0.0,1,4,3,0,0,0,0.575345533,0,1,-2.6090107,1,3900,9.2,76.4,9.2,4800,95000.0,3,0,1,0,4,1,0,1,0,1,0,1,1,2,0,0,2,2,13,4,3,7.490412212,1909291,2749789,39.04,65.86,1.558460873,0.237,475.7212505,3.5,1
Chad,2016,0.64,38.43000031,0.940999985,38.7,34.40000153,15.7,44,856,39.3,3.667000055,159.0,138.6999969,46,48.92033,85.94692,7.39976,90.19920319,33.94996034,61.91646263,14.89999962,1.925,12.10000038,50.79999924,2.103448276,6.400000095,11.78475,-3.846518014,0.934650958,26.10000038,5.575796604,2.432494932,2.5,0.0,39.77999878,24.8374902,0.0,0.16,0.043830425,89.74,64.19,28.57142857,59,17.86980371,50.0,5.139602038,0.919226872,22,2.796261118,7.3,41,2.933914275,46.72214414,15.7,0,1,-0.029646451,1,0.86,4.060443011,0,4,2,1,1,0,0.437358877,0,1,-2.065684153,0,47700,20.0,38.0,20.9,3100,52000.0,3,1,1,0,9,2,1,2,0,1,2,1,0,2,0,4,4,2,17,4,3,11.56422014,3277403,11175140,40.49,63.3,1.611270747,0.086,692.9785958,3.5,0
Chad,2018,1.2,43.6,0.940999985,39.9,32.5,13.0,44,856,35.1,3.667000055,159.0,127.3,46,48.92033,85.94692,7.39976,90.19920319,35.3,79.0598325,14.89999962,1.925,12.10000038,50.79999924,3.083333333,8.0,11.78475,-3.846518014,0.934650958,51.5,5.9,1.8,5.0,9.2,39.77999878,24.8374902,0.0,0.2,0.043830425,88.11,60.14,0.0,64,7.94,50.0,5.139602038,0.919226872,20,2.796261118,7.3,41,2.9,50.0,12.0,0,1,-0.029646451,1,0.86,4.060443011,0,4,2,1,1,0,0.437358877,0,1,-2.065684153,0,163100,20.0,38.0,20.9,3100,50000.0,3,1,1,0,9,2,1,2,0,1,2,1,0,2,0,4,4,2,17,4,3,12.29173364,3405841,11494153,41.05,73.88,3.130080428,0.088,728.3432354,3.0,1
